MIB-MODULE,MIB File,OID,Name,Recommended Action,Comments,Description,Trigger Description,Dependency,cleartime In Days
Roamware-srs-MIB,Roamware-srs-MIB,.1.3.6.1.4.1.11150.11.13.38,srsProfChargingReqUnsuccessAlarm,Average,,High profile charging are unsuccessful OR Count of unsuccessful profile charging is down to acceptable limit,High profile charging are unsuccessful OR Count of unsuccessful profile charging is down to acceptable limit,NONE,3d
Roamware-srs-MIB,Roamware-srs-MIB,.1.3.6.1.4.1.11150.11.13.61,srsLteCCRReqUnsuccessAlarm,Average,,Indicates that a very high count of CCR request has been processed unsuccessfully OR Count of CCR request processed unsuccessfully is down to acceptable limit,Indicates that a very high count of CCR request has been processed unsuccessfully OR Count of CCR request processed unsuccessfully is down to acceptable limit,NONE,3d
Roamware-srs-MIB,Roamware-srs-MIB,.1.3.6.1.4.1.11150.11.13.62,srsLteUlrReqUnsuccessAlarm,Average,,Indicates that a very high count of ULR request has been processed unsuccessfully OR Count of ULR request processed unsuccessfully is down to acceptable limit,Indicates that a very high count of ULR request has been processed unsuccessfully OR Count of ULR request processed unsuccessfully is down to acceptable limit,NONE,3d
Roamware-storeServer-V2-MIB,Roamware-storeServer-V2-MIB,.1.3.6.1.4.1.11150.88.4.0.1,storeServerSysUp,Clear,,Indicates that the Store Server is up and active.,Indicates that the Store Server is up and active.,NONE,3d
Roamware-storeServer-V2-MIB,Roamware-storeServer-V2-MIB,.1.3.6.1.4.1.11150.88.4.0.2,storeServerSysDown,Major,,Indicates that the Store Server is shutting down.,Indicates that the Store Server is shutting down.,.1.3.6.1.4.1.11150.88.4.0.1,3d
Roamware-storeServer-V2-MIB,Roamware-storeServer-V2-MIB,.1.3.6.1.4.1.11150.88.4.0.3,storeServerBusConnStatus,Average,,Indicates the change in availability status of message complex.,Indicates the change in availability status of message complex.,NONE,3d
Roamware-storeServer-V2-MIB,Roamware-storeServer-V2-MIB,.1.3.6.1.4.1.11150.88.4.0.4,storeServerPeerConnStatus,Average,,Indicates the change in peer connection status.,Indicates the change in peer connection status.,NONE,3d
Roamware-storeServer-V2-MIB,Roamware-storeServer-V2-MIB,.1.3.6.1.4.1.11150.88.4.0.5,storeServerTrapsResync,Average,,Indicates the start and end of a trap resync operation.,Indicates the start and end of a trap resync operation.,NONE,3d
Roamware-storeServer-V2-MIB,Roamware-storeServer-V2-MIB,.1.3.6.1.4.1.11150.88.4.0.6,storeServerHeartbeat,Average,,Sent periodically to indicate that Store Server is alive,Sent periodically to indicate that Store Server is alive,NONE,3d
Roamware-tcapServer-V2-MIB,Roamware-tcapServer-V2-MIB,.1.3.6.1.4.1.11150.83.3.0.1,tcapServerSysUp,Clear,,Indicates that the TCAP Server is up and active.,Indicates that the TCAP Server is up and active.,NONE,3d
Roamware-tcapServer-V2-MIB,Roamware-tcapServer-V2-MIB,.1.3.6.1.4.1.11150.83.3.0.2,tcapServerSysDown,Major,,Indicates that the TCAP Server is shutting down.,Indicates that the TCAP Server is shutting down.,.1.3.6.1.4.1.11150.83.3.0.1,3d
Roamware-tcapServer-V2-MIB,Roamware-tcapServer-V2-MIB,.1.3.6.1.4.1.11150.83.3.0.3,tcapServerDBConnStatus,Average,,Indicates the change in connection status of the database server.,Indicates the change in connection status of the database server.,NONE,3d
Roamware-tcapServer-V2-MIB,Roamware-tcapServer-V2-MIB,.1.3.6.1.4.1.11150.83.3.0.4,tcapServerBusConnStatus,Average,,Indicates the change in availability status of message complex.,Indicates the change in availability status of message complex.,NONE,3d
Roamware-tcapServer-V2-MIB,Roamware-tcapServer-V2-MIB,.1.3.6.1.4.1.11150.83.3.0.5,tcapServerDlgThresholdStatus,Average,,Deprecated - replaced by tcapServerNoDlgThresholdStatus,Deprecated - replaced by tcapServerNoDlgThresholdStatus,NONE,3d
Roamware-tcapServer-V2-MIB,Roamware-tcapServer-V2-MIB,.1.3.6.1.4.1.11150.83.3.0.6,tcapServerMsgQThresholdStatus,Average,,Indicates that the number of messages in the message queue has reached the threshold value.,Indicates that the number of messages in the message queue has reached the threshold value.,NONE,3d
Roamware-tcapServer-V2-MIB,Roamware-tcapServer-V2-MIB,.1.3.6.1.4.1.11150.83.3.0.7,tcapServerSS7ReadNullMsgStatus,Average,,Indicates whether SS7 card read on the given queue is failing.,Indicates whether SS7 card read on the given queue is failing.,NONE,3d
Roamware-tcapServer-V2-MIB,Roamware-tcapServer-V2-MIB,.1.3.6.1.4.1.11150.83.3.0.8,tcapServerEnDecodesThresholdStatus,Average,,Indicates the growth of encoding/decoding failures wrt incoming messages.,Indicates the growth of encoding/decoding failures wrt incoming messages.,NONE,3d
Roamware-tcapServer-V2-MIB,Roamware-tcapServer-V2-MIB,.1.3.6.1.4.1.11150.83.3.0.9,tcapServerDefaultActsThresholdStatus,Average,,Indicates the growth of default actions taken wrt incoming messages.,Indicates the growth of default actions taken wrt incoming messages.,NONE,3d
Roamware-tcapServer-V2-MIB,Roamware-tcapServer-V2-MIB,.1.3.6.1.4.1.11150.83.3.0.10,tcapServerTrapsResync,Average,,Indicates the start and end of a trap resync operation.,Indicates the start and end of a trap resync operation.,NONE,3d
Roamware-tcapServer-V2-MIB,Roamware-tcapServer-V2-MIB,.1.3.6.1.4.1.11150.83.3.0.11,tcapServerHeartbeat,Average,,Sent periodically to indicate that Tcap Server is alive,Sent periodically to indicate that Tcap Server is alive,NONE,3d
Roamware-tcapServer-V2-MIB,Roamware-tcapServer-V2-MIB,.1.3.6.1.4.1.11150.83.3.0.12,tcapServerNoDlgThresholdStatus,Average,,Indicates that there was no free dialog available for incoming transaction,Indicates that there was no free dialog available for incoming transaction,NONE,3d
